"Year","Gender","Age at diagnosis","Geography type","Geography code","Geography name ","Deprivation","Stage","NDRS main","NDRS detailed","Count","Type of rate","Rate","95% lower confidence interval","95% upper confidence interval","Flag"
2016,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Mantle cell lymphoma (MCL)","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Mantle cell lymphoma (MCL)","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Mantle cell lymphoma (MCL)","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Mantle cell lymphoma (MCL)","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Mantle cell lymphoma (MCL)","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Mantle cell lymphoma (MCL)","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Mantle cell lymphoma (MCL)","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Marginal zone lymphoma (nodal, extranodal, MALT)","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Marginal zone lymphoma (nodal, extranodal, MALT)","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Marginal zone lymphoma (nodal, extranodal, MALT)","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Marginal zone lymphoma (nodal, extranodal, MALT)","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Marginal zone lymphoma (nodal, extranodal, MALT)","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Marginal zone lymphoma (nodal, extranodal, MALT)","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Marginal zone lymphoma (nodal, extranodal, MALT)","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Marginal zone lymphoma (nodal, extranodal, MALT)","1","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Marginal zone lymphoma (nodal, extranodal, MALT)","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Marginal zone lymphoma (nodal, extranodal, MALT)","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Mature T-cell and NK-cell neoplasms","1","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Mature T-cell and NK-cell neoplasms","1","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Mature T-cell and NK-cell neoplasms","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Mature T-cell and NK-cell neoplasms","1","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Mature T-cell and NK-cell neoplasms","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Mature T-cell and NK-cell neoplasms","1","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Mature T-cell and NK-cell neoplasms","1","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Mature T-cell and NK-cell neoplasms","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Mature T-cell and NK-cell neoplasms","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Mature T-cell and NK-cell neoplasms","1","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Myelodysplastic syndromes (MDS)","1","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Myelodysplastic syndromes (MDS)","3","Age-specific","0.4","0.1","1.3",NA
2015,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Myelodysplastic syndromes (MDS)","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Myelodysplastic syndromes (MDS)","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Myelodysplastic syndromes (MDS)","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Myelodysplastic syndromes (MDS)","1","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Myelodysplastic syndromes (MDS)","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Myelodysplastic syndromes (MDS)","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Myelodysplastic syndromes (MDS)","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Myelodysplastic syndromes (MDS)","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Myeloma","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Myeloma","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Myeloma","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Myeloma","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Myeloma","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Myeloma","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Myeloma","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Myeloma","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Myeloma","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Myeloma","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Other blood cancer","3","Age-specific","0.4","0.1","1.3",NA
2014,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Other blood cancer","6","Age-specific","0.9","0.3","1.9",NA
2015,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Other blood cancer","7","Age-specific","1","0.4","2.1",NA
2016,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Other blood cancer","5","Age-specific","0.7","0.2","1.7",NA
2017,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Other blood cancer","6","Age-specific","0.9","0.3","1.9",NA
2018,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Other blood cancer","7","Age-specific","1","0.4","2.1",NA
2019,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Other blood cancer","7","Age-specific","1","0.4","2.1",NA
2020,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Other blood cancer","7","Age-specific","1","0.4","2.1",NA
2021,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Other blood cancer","3","Age-specific","0.4","0.1","1.3",NA
2022,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Other blood cancer","2","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Polycythaemia vera (PCV)","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Polycythaemia vera (PCV)","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Polycythaemia vera (PCV)","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Polycythaemia vera (PCV)","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Polycythaemia vera (PCV)","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Polycythaemia vera (PCV)","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Polycythaemia vera (PCV)","1","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Polycythaemia vera (PCV)","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Polycythaemia vera (PCV)","1","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Blood cancer","Polycythaemia vera (PCV)","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Bone sarcoma","All Bone sarcoma","6","Age-specific","0.9","0.3","1.9",NA
