"Year","Gender","Age at diagnosis","Geography type","Geography code","Geography name ","Deprivation","Stage","NDRS main","NDRS detailed","Count","Type of rate","Rate","95% lower confidence interval","95% upper confidence interval","Flag"
2013,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Clear cell RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Clear cell RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Clear cell RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Clear cell RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Clear cell RCC","1","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Clear cell RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Clear cell RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Clear cell RCC","1","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Clear cell RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Clear cell RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Kidney - other","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Kidney - other","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Kidney - other","1","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Kidney - other","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Kidney - other","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Kidney - other","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Kidney - other","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Kidney - other","3","Age-specific","0.4","0.1","1.2",NA
2021,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Kidney - other","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Kidney - other","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Papillary RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Papillary RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Papillary RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Papillary RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Papillary RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Papillary RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Papillary RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Papillary RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Papillary RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Papillary RCC","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Renal cell carcinoma NOS","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Renal cell carcinoma NOS","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Renal cell carcinoma NOS","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Renal cell carcinoma NOS","1","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Renal cell carcinoma NOS","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Renal cell carcinoma NOS","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Renal cell carcinoma NOS","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Renal cell carcinoma NOS","1","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Renal cell carcinoma NOS","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Renal cell carcinoma NOS","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Wilms (Nephroblastoma)","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Wilms (Nephroblastoma)","1","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Wilms (Nephroblastoma)","2","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Wilms (Nephroblastoma)","3","Age-specific","0.4","0.1","1.2",NA
2017,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Wilms (Nephroblastoma)","5","Age-specific","0.7","0.2","1.6",NA
2018,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Wilms (Nephroblastoma)","4","Age-specific","0.5","0.1","1.4",NA
2019,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Wilms (Nephroblastoma)","4","Age-specific","0.5","0.1","1.4",NA
2020,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Wilms (Nephroblastoma)","3","Age-specific","0.4","0.1","1.2",NA
2021,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Wilms (Nephroblastoma)","2","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Kidney","Wilms (Nephroblastoma)","2","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","All Liver and biliary tract","1","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","All Liver and biliary tract","1","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","All Liver and biliary tract","2","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","All Liver and biliary tract","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","All Liver and biliary tract","2","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","All Liver and biliary tract","3","Age-specific","0.4","0.1","1.2",NA
2019,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","All Liver and biliary tract","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","All Liver and biliary tract","5","Age-specific","0.7","0.2","1.6",NA
2021,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","All Liver and biliary tract","1","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","All Liver and biliary tract","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Ampulla of Vater","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Ampulla of Vater","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Ampulla of Vater","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Ampulla of Vater","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Ampulla of Vater","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Ampulla of Vater","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Ampulla of Vater","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Ampulla of Vater","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Ampulla of Vater","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Ampulla of Vater","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Cholangiocarcinoma","1","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Cholangiocarcinoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Cholangiocarcinoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Cholangiocarcinoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Cholangiocarcinoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Cholangiocarcinoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Cholangiocarcinoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Cholangiocarcinoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Cholangiocarcinoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Cholangiocarcinoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Gallbladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Gallbladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Gallbladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Gallbladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Gallbladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Gallbladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Gallbladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Gallbladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Gallbladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Gallbladder","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Liver excluding intrahepatic cholangiocarcinoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Liver excluding intrahepatic cholangiocarcinoma","1","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Liver excluding intrahepatic cholangiocarcinoma","2","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Liver excluding intrahepatic cholangiocarcinoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Liver excluding intrahepatic cholangiocarcinoma","2","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Liver excluding intrahepatic cholangiocarcinoma","3","Age-specific","0.4","0.1","1.2",NA
2019,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Liver excluding intrahepatic cholangiocarcinoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Liver excluding intrahepatic cholangiocarcinoma","5","Age-specific","0.7","0.2","1.6",NA
2021,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Liver excluding intrahepatic cholangiocarcinoma","1","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Liver and biliary tract","Liver excluding intrahepatic cholangiocarcinoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","All Lung","2","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","All Lung","1","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","All Lung","1","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","All Lung","1","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","All Lung","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","All Lung","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","All Lung","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","All Lung","1","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","All Lung","1","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","All Lung","1","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","Non-small cell lung cancer","2","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","Non-small cell lung cancer","1","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","Non-small cell lung cancer","1","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","Non-small cell lung cancer","1","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","Non-small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","Non-small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","Non-small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","Non-small cell lung cancer","1","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","Non-small cell lung cancer","1","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","Non-small cell lung cancer","1","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","Small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","Small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","Small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","Small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","Small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","Small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","Small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","Small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","Small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Lung","Small cell lung cancer","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Mesothelioma","All Mesothelioma","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Mesothelioma","All Mesothelioma","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Mesothelioma","All Mesothelioma","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Mesothelioma","All Mesothelioma","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Mesothelioma","All Mesothelioma","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Mesothelioma","All Mesothelioma","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Mesothelioma","All Mesothelioma","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Mesothelioma","All Mesothelioma","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Mesothelioma","All Mesothelioma","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Mesothelioma","All Mesothelioma","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","All Oesophagus","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","All Oesophagus","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","All Oesophagus","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","All Oesophagus","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","All Oesophagus","1","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","All Oesophagus","1","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","All Oesophagus","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","All Oesophagus","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","All Oesophagus","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","All Oesophagus","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagogastric junction","1","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagogastric junction","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagogastric junction","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagogastric junction","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagogastric junction","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus - overlapping lesion and unspecified","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus - overlapping lesion and unspecified","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus - overlapping lesion and unspecified","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus - overlapping lesion and unspecified","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus - overlapping lesion and unspecified","1","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus - overlapping lesion and unspecified","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus - overlapping lesion and unspecified","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","00 to 24","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Oesophagus","Oesophagus - overlapping lesion and unspecified","0","Age-specific","[u]","[u]","[u]","[note2]"
