"Year","Gender","Age at diagnosis","Geography type","Geography code","Geography name ","Deprivation","Stage","NDRS main","NDRS detailed","Count","Type of rate","Rate","95% lower confidence interval","95% upper confidence interval","Flag"
2017,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","All Brain","66","Age-specific","3.9","3","5",NA
2018,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","All Brain","69","Age-specific","4.1","3.2","5.2",NA
2019,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","All Brain","71","Age-specific","4.3","3.3","5.4",NA
2020,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","All Brain","68","Age-specific","4.1","3.2","5.2",NA
2021,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","All Brain","51","Age-specific","3.1","2.3","4.1",NA
2022,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","All Brain","82","Age-specific","5","4","6.2",NA
2013,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Benign endocrine","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Benign endocrine","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Benign endocrine","1","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Benign endocrine","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Benign endocrine","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Benign endocrine","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Benign endocrine","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Benign endocrine","1","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Benign endocrine","1","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Benign endocrine","3","Age-specific","0.2","0","0.5",NA
2013,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Malignant brain","44","Age-specific","2.8","2.1","3.8",NA
2014,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Malignant brain","42","Age-specific","2.6","1.9","3.6",NA
2015,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Malignant brain","48","Age-specific","3","2.2","3.9",NA
2016,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Malignant brain","61","Age-specific","3.7","2.8","4.7",NA
2017,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Malignant brain","47","Age-specific","2.8","2.1","3.7",NA
2018,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Malignant brain","54","Age-specific","3.2","2.4","4.2",NA
2019,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Malignant brain","50","Age-specific","3","2.2","4",NA
2020,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Malignant brain","55","Age-specific","3.3","2.5","4.3",NA
2021,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Malignant brain","32","Age-specific","2","1.3","2.8",NA
2022,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Malignant brain","50","Age-specific","3.1","2.3","4",NA
2013,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Non-benign endocrine","1","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Non-benign endocrine","5","Age-specific","0.3","0.1","0.7",NA
2015,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Non-benign endocrine","2","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Non-benign endocrine","1","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Non-benign endocrine","5","Age-specific","0.3","0.1","0.7",NA
2018,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Non-benign endocrine","7","Age-specific","0.4","0.2","0.9",NA
2019,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Non-benign endocrine","4","Age-specific","0.2","0.1","0.6",NA
2020,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Non-benign endocrine","3","Age-specific","0.2","0","0.5",NA
2021,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Non-benign endocrine","2","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Non-benign endocrine","12","Age-specific","0.7","0.4","1.3",NA
2013,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Non-malignant brain","17","Age-specific","1.1","0.6","1.8",NA
2014,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Non-malignant brain","11","Age-specific","0.7","0.3","1.2",NA
2015,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Non-malignant brain","14","Age-specific","0.9","0.5","1.4",NA
2016,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Non-malignant brain","10","Age-specific","0.6","0.3","1.1",NA
2017,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Non-malignant brain","14","Age-specific","0.8","0.5","1.4",NA
2018,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Non-malignant brain","8","Age-specific","0.5","0.2","0.9",NA
2019,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Non-malignant brain","17","Age-specific","1","0.6","1.6",NA
2020,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Non-malignant brain","9","Age-specific","0.5","0.2","1",NA
2021,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Non-malignant brain","16","Age-specific","1","0.6","1.6",NA
2022,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Brain","Non-malignant brain","17","Age-specific","1","0.6","1.7",NA
2013,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Breast","All Breast","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Breast","All Breast","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Breast","All Breast","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Breast","All Breast","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Breast","All Breast","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Breast","All Breast","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Breast","All Breast","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Breast","All Breast","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Breast","All Breast","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Breast","All Breast","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","All Cancer of unknown primary","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","All Cancer of unknown primary","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","All Cancer of unknown primary","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","All Cancer of unknown primary","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","All Cancer of unknown primary","2","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","All Cancer of unknown primary","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","All Cancer of unknown primary","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","All Cancer of unknown primary","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","All Cancer of unknown primary","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","All Cancer of unknown primary","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Malignant neoplasm, without specification of site","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Malignant neoplasm, without specification of site","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Malignant neoplasm, without specification of site","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Malignant neoplasm, without specification of site","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Malignant neoplasm, without specification of site","1","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Malignant neoplasm, without specification of site","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Malignant neoplasm, without specification of site","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Malignant neoplasm, without specification of site","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Malignant neoplasm, without specification of site","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Malignant neoplasm, without specification of site","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary and unspecified malignant neoplasm of lymph nodes","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary and unspecified malignant neoplasm of lymph nodes","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary and unspecified malignant neoplasm of lymph nodes","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary and unspecified malignant neoplasm of lymph nodes","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary and unspecified malignant neoplasm of lymph nodes","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary and unspecified malignant neoplasm of lymph nodes","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary and unspecified malignant neoplasm of lymph nodes","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary and unspecified malignant neoplasm of lymph nodes","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary and unspecified malignant neoplasm of lymph nodes","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary and unspecified malignant neoplasm of lymph nodes","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of other and unspecified sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of other and unspecified sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of other and unspecified sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of other and unspecified sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of other and unspecified sites","1","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of other and unspecified sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of other and unspecified sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of other and unspecified sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of other and unspecified sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of other and unspecified sites","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of respiratory and digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of respiratory and digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of respiratory and digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of respiratory and digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of respiratory and digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of respiratory and digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of respiratory and digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of respiratory and digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of respiratory and digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cancer of unknown primary","CUP - Secondary malignant neoplasm of respiratory and digestive organs","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cervix","All Cervix","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cervix","All Cervix","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cervix","All Cervix","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cervix","All Cervix","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cervix","All Cervix","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cervix","All Cervix","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cervix","All Cervix","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cervix","All Cervix","1","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cervix","All Cervix","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Cervix","All Cervix","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","All Endocrine glands excluding brain","4","Age-specific","0.3","0.1","0.7",NA
2014,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","All Endocrine glands excluding brain","8","Age-specific","0.5","0.2","1",NA
2015,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","All Endocrine glands excluding brain","5","Age-specific","0.3","0.1","0.7",NA
2016,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","All Endocrine glands excluding brain","4","Age-specific","0.2","0.1","0.6",NA
2017,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","All Endocrine glands excluding brain","3","Age-specific","0.2","0","0.5",NA
2018,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","All Endocrine glands excluding brain","6","Age-specific","0.4","0.1","0.8",NA
2019,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","All Endocrine glands excluding brain","5","Age-specific","0.3","0.1","0.7",NA
2020,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","All Endocrine glands excluding brain","4","Age-specific","0.2","0.1","0.6",NA
2021,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","All Endocrine glands excluding brain","8","Age-specific","0.5","0.2","1",NA
2022,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","All Endocrine glands excluding brain","3","Age-specific","0.2","0","0.5",NA
2013,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","Non-thyroid endocrine glands","3","Age-specific","0.2","0","0.6",NA
2014,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","Non-thyroid endocrine glands","6","Age-specific","0.4","0.1","0.8",NA
2015,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","Non-thyroid endocrine glands","3","Age-specific","0.2","0","0.5",NA
2016,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","Non-thyroid endocrine glands","1","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","Non-thyroid endocrine glands","2","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","Non-thyroid endocrine glands","2","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","Non-thyroid endocrine glands","1","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","Non-thyroid endocrine glands","1","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","Non-thyroid endocrine glands","7","Age-specific","0.4","0.2","0.9",NA
2022,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","Non-thyroid endocrine glands","2","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","Thyroid","1","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","Thyroid","2","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","Thyroid","2","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","Thyroid","3","Age-specific","0.2","0","0.5",NA
2017,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","Thyroid","1","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","Thyroid","4","Age-specific","0.2","0.1","0.6",NA
2019,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","Thyroid","4","Age-specific","0.2","0.1","0.6",NA
2020,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","Thyroid","3","Age-specific","0.2","0","0.5",NA
2021,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","Thyroid","1","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Endocrine glands excluding brain","Thyroid","1","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Eye","All Eye","1","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Eye","All Eye","1","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Eye","All Eye","1","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Eye","All Eye","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Eye","All Eye","3","Age-specific","0.2","0","0.5",NA
2018,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Eye","All Eye","2","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Eye","All Eye","2","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Eye","All Eye","1","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Eye","All Eye","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Eye","All Eye","2","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Head and neck","All Head and neck","3","Age-specific","0.2","0","0.6",NA
2014,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Head and neck","All Head and neck","4","Age-specific","0.3","0.1","0.6",NA
2015,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Head and neck","All Head and neck","1","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Head and neck","All Head and neck","2","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Head and neck","All Head and neck","2","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Head and neck","All Head and neck","2","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Head and neck","All Head and neck","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Head and neck","All Head and neck","1","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Head and neck","All Head and neck","1","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Head and neck","All Head and neck","1","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Head and neck","Hypopharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Head and neck","Hypopharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Head and neck","Hypopharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Head and neck","Hypopharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Head and neck","Hypopharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Head and neck","Hypopharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Head and neck","Hypopharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Head and neck","Hypopharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Head and neck","Hypopharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Head and neck","Hypopharynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Head and neck","Larynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Head and neck","Larynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Head and neck","Larynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Head and neck","Larynx","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Females","05 to 09","England","E92000001","England","All quintiles","All stages","Head and neck","Larynx","0","Age-specific","[u]","[u]","[u]","[note2]"
