"Year","Gender","Age at diagnosis","Geography type","Geography code","Geography name ","Deprivation","Stage","NDRS main","NDRS detailed","Count","Type of rate","Rate","95% lower confidence interval","95% upper confidence interval","Flag"
2014,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Synovial","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Synovial","1","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Synovial","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Synovial","1","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Synovial","1","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Synovial","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Synovial","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Synovial","1","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Synovial","2","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Tumours of uncertain differentiation","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Tumours of uncertain differentiation","1","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Tumours of uncertain differentiation","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Tumours of uncertain differentiation","2","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Tumours of uncertain differentiation","2","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Tumours of uncertain differentiation","3","Age-specific","0.2","0","0.5",NA
2019,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Tumours of uncertain differentiation","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Tumours of uncertain differentiation","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Tumours of uncertain differentiation","1","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Tumours of uncertain differentiation","2","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Undifferentiated Sarcoma","1","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Undifferentiated Sarcoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Undifferentiated Sarcoma","1","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Undifferentiated Sarcoma","1","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Undifferentiated Sarcoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Undifferentiated Sarcoma","1","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Undifferentiated Sarcoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Undifferentiated Sarcoma","1","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Undifferentiated Sarcoma","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Undifferentiated Sarcoma","1","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Vascular Tumours","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Vascular Tumours","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Vascular Tumours","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Vascular Tumours","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Vascular Tumours","1","Age-specific","[u]","[u]","[u]","[note2]"
2018,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Vascular Tumours","0","Age-specific","[u]","[u]","[u]","[note2]"
2019,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Vascular Tumours","2","Age-specific","[u]","[u]","[u]","[note2]"
2020,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Vascular Tumours","0","Age-specific","[u]","[u]","[u]","[note2]"
2021,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Vascular Tumours","0","Age-specific","[u]","[u]","[u]","[note2]"
2022,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Soft tissue sarcoma","Vascular Tumours","1","Age-specific","[u]","[u]","[u]","[note2]"
2013,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Stomach","All Stomach","0","Age-specific","[u]","[u]","[u]","[note2]"
2014,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Stomach","All Stomach","0","Age-specific","[u]","[u]","[u]","[note2]"
2015,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Stomach","All Stomach","0","Age-specific","[u]","[u]","[u]","[note2]"
2016,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Stomach","All Stomach","0","Age-specific","[u]","[u]","[u]","[note2]"
2017,"Males","10 to 14","England","E92000001","England","All quintiles","All stages","Stomach","All Stomach","0","Age-specific","[u]","[u]","[u]","[note2]"
